date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-19 03:47:47,ab_oroz,,0,1,6,"No puedo con la gente que cree que el COVID-19 es jugando ",,,,1240485093136883714,https://twitter.com/ab_oroz/status/1240485093136883714
2020-03-19 02:29:12,emrera,jucejimo,1,0,2,"En Cartago ya hay 3 casos de COVID 19 y uno por mi casa así que podría irme en cualquier momento!",,,,1240465314678267904,https://twitter.com/emrera/status/1240465314678267904
2020-03-19 01:55:59,yoarfit,,0,0,0,"Tu entrenamiento en CASA, apunto de llegar . #yoarfit #entrenamiento #encasa #fit #saludable #salud #covid_19 #cuidar #estarenforma #misalud #micasa #lucha #voyaestarbien #soy #soyfuerte #eshoy… https://www.instagram.com/p/B95bJHapfVK/?igshid=rqtqd2r1upll",,,#yoarfit #entrenamiento #encasa #fit #saludable #salud #covid_19 #cuidar #estarenforma #misalud #micasa #lucha #voyaestarbien #soy #soyfuerte #eshoy,1240456957074575360,https://twitter.com/yoarfit/status/1240456957074575360
2020-03-19 01:42:52,hernanrg,,0,0,3,"Personal de Emergencias del Calderón preparando la foto .. #COVID19 #coronavirusCR",,,#COVID19 #coronavirusCR,1240453656283054080,https://twitter.com/hernanrg/status/1240453656283054080
2020-03-19 01:05:24,emrera,tikacr,0,0,0,"Es que el gasto del estado nada tiene que ver con las propuestas que se presentaron. Me alegro mucho que el estado gaste en salud, justicia, educación e infraestructura. El tema acá es ayudarle a la gente con el covid 19 y andar deslegitimando no ayuda ahorita.",,,,1240444224023285761,https://twitter.com/emrera/status/1240444224023285761
2020-03-18 22:50:26,LatrombaLimon,,0,0,3,"¡Ganemos esta batalla! Tomemos las medidas necesarias para evitar el contagio del virus COVID-19. Limón hasta el momento continua sin presentar casos de Coronavirus, sin embargo ya son 69 casos confirmados en Costa Rica. Juntos podemos ganar esta #Quedateencasa",,,#Quedateencasa,1240410262114652171,https://twitter.com/LatrombaLimon/status/1240410262114652171
2020-03-18 22:47:58,Armando_GO,,0,0,0,"#Ahora | #CostaRica registra 1er. fallecido por coronavirus COVID-19 este 18 de marzo. El @msaludcr informó hace pocos minutos del deceso. Se trata de un hombre de 87 años de edad y que se encontraba internado en cuidados intensivos en Hospital de Alajuela. Vía: @VOANoticias",,@msaludcr @VOANoticias,#Ahora #CostaRica,1240409639377932288,https://twitter.com/Armando_GO/status/1240409639377932288
2020-03-18 22:40:10,TavoLoza_1487,,0,0,1,"Oficial @msaludcr *Primer fallecido por COVID-19* Hoy, hace pocos minutos se registra el primer fallecimiento de paciente confirmado por COVID-19. Se trata de un hombre de 87 años de edad y que se encontraba internado en cuidados intensivos en el Hospital de Alajuela.",,@msaludcr,,1240407675105665025,https://twitter.com/TavoLoza_1487/status/1240407675105665025
2020-03-18 21:19:41,umanamd,,1,1,20,"¿Dos países de América Central no reportan casos? #covid19 ",,,#covid19,1240387422850072579,https://twitter.com/umanamd/status/1240387422850072579
2020-03-18 19:26:19,denisemora,,0,0,2,"""¡OCUPO QUE REACCIONEN!"" Daniel Salas, Ministro de Salud. Gente si pueden quédense en CASA @msaludcr #COVID19 #QuedateEnCasa",,@msaludcr,#COVID19 #QuedateEnCasa,1240358894687444994,https://twitter.com/denisemora/status/1240358894687444994
2020-03-18 18:58:07,TavoLoza_1487,,1,1,1,"Informe sobre #COVID19 @msaludcr: - 69 casos confirmados (+19 últimas 24 horas) - Rango de edad: 8 años a 87 años - 30 mujeres y 39 hombres - 63 costarricenses y 6 extranjeros - 25 cantones en cinco provincias (San José, Alajuela, Heredia, Cartago y Guanacaste)",,@msaludcr,#COVID19,1240351798302474242,https://twitter.com/TavoLoza_1487/status/1240351798302474242
2020-03-18 18:47:40,TavoLoza_1487,,0,0,1,"69 casos positivos de #COVID-19 en 5 provincias de Costa Rica",,,#COVID,1240349165286293504,https://twitter.com/TavoLoza_1487/status/1240349165286293504
2020-03-18 18:02:28,rjmelbren,,0,0,0,"Hoy tocó capacitación sobre las medidas que se adoptaron en mi trabajo ante el Coronavirus (Covid-19). Desde cada espacio se debe luchar contra este virus, sin alarmismos, pero con mucha responsabilidad. PD: ya se lavó las manos? – at Colegio de Contadores Públicos de Costa Rica",,,,1240337792800079872,https://twitter.com/rjmelbren/status/1240337792800079872
2020-03-18 02:25:34,FederacionUCR,,0,4,9,"Te compartimos el pronunciamiento ante la resolución de Rectoría y las acciones de la Administración Universitaria como parte de las medidas preventivas por la alerta sanitaria generada por el COVID-19. Además de… https://www.instagram.com/p/B9269yYnHio/?igshid=1fpyyux8220xf",,,,1240102012466888705,https://twitter.com/FederacionUCR/status/1240102012466888705
2020-03-18 01:06:23,hernanrg,,0,0,0,"Y si, ya se que prioridad son los sospechosos de Covid19 , pero da cólera que un familiar adulto mayor esté ahí metido sin atender y los médicos cabrones caminando afuera con su merienda ....",,,,1240082085735473153,https://twitter.com/hernanrg/status/1240082085735473153
2020-03-18 00:27:26,umanamd,Mo_Villanueva,0,0,3,"“No se encuentra lo que no se busca” #covid19",,,#covid19,1240072282611093509,https://twitter.com/umanamd/status/1240072282611093509
2020-03-17 22:46:50,soprecori,,0,0,0,"Con estas 3 imágenes terminamos nuestra presentación con información general y preguntas frecuentes sobre el COVID-19. Somos Soporte Prehospitalario de Costa Rica. Sigamos en redes sociales como SOPRECORI. San José,… https://www.instagram.com/p/B92h7hmH50n/?igshid=1sgtdda7g89nf",,,,1240046965632593920,https://twitter.com/soprecori/status/1240046965632593920
2020-03-17 22:12:38,Mok2010Mo,,0,0,0,"De una manera muy simple: la gente está confundiendo una emergencia sanitaria con una crisis económica, es cierto que nuestra economía ya venía de picada antes del COVID-19, pero el comportamiento de la gente lo que está provocando es empeorar la crisis económica. – at Eco Residencias La Colina",,,,1240038361848520704,https://twitter.com/Mok2010Mo/status/1240038361848520704
2020-03-17 20:07:54,marcoortiz90,DanielCArce,0,0,0,"Ahhh mae, jure q si! Diay si, se queda en casa guardado, lástima toda esta vara del.Covid-19 bro",,,,1240006969513181192,https://twitter.com/marcoortiz90/status/1240006969513181192
2020-03-17 19:47:20,ve_vero_verito,,2,0,7,"En tiempos de COVID-19 como que uno extraña más al amorcito de uno o soy solo yo ? ",,,,1240001793335181312,https://twitter.com/ve_vero_verito/status/1240001793335181312
2020-03-17 19:11:02,TavoLoza_1487,,0,0,0,"La nueva tendencia en Maxi Palí Siquirres, la gente abasteciéndose no solo de papel higiénico, también de azúcar para prevenir el COVID-19 ",,,,1239992660003377153,https://twitter.com/TavoLoza_1487/status/1239992660003377153
2020-03-17 18:48:47,denisemora,,0,0,2,"50 casos confinados de #COVID19 según @msaludcr",,@msaludcr,#COVID19,1239987061618356232,https://twitter.com/denisemora/status/1239987061618356232
2020-03-17 16:24:40,marcoortiz90,LUIGI_CR19,0,0,0,"Mae eso pregunto yo, no veo la relación entre el COVID-19 con el papel, hasta donde recuerdo esto es una infección mas grave q una gripe, no un virus de diarrea",,,,1239950790132936704,https://twitter.com/marcoortiz90/status/1239950790132936704
2020-03-17 15:26:35,nimrod_arkitek,,0,0,0,"Hoy, desde casa, haciendo nuestra contribución en la lucha que tiene Costa Rica contra #COVID19 . En #RSTIngenieria acatamos las medidas emitidas por las autoridades de Salud. #crcontraelcovid19 #estáentusmanos… https://www.instagram.com/p/B91vjLrFnqN/?igshid=5gc5neuazx0",,,#COVID19 #RSTIngenieria #crcontraelcovid19 #est,1239936173319086080,https://twitter.com/nimrod_arkitek/status/1239936173319086080
2020-03-17 15:05:02,maumoramora,Llucia880955901,1,0,0,"Jajajaja la gente si es ignorante! Lo importante que es informarse, hay diferentes tipos de coronavirus, este se llama COVID-19 ",,,,1239930750507667456,https://twitter.com/maumoramora/status/1239930750507667456
2020-03-17 14:18:25,LuisAlb57888722,BrielaQ,0,0,0,"Bueno las empresas trabajan muchas con dineros de los bancos. Baja de intereses y subsidiar los mientras se normaliza la lucha contra el covid 19.",,,,1239919021392302080,https://twitter.com/LuisAlb57888722/status/1239919021392302080
2020-03-17 13:47:51,CENECOOPRL,,0,0,0,"En el CENECOOP reconocemos el trabajo de todas las autoridades de Salud y Gobierno por mantener estable la salud pública de Costa Rica. Nos unimos al llamado de prevención e instamos a tomar las medidas necesarias para evitar el contagio del COVID-19. #CRcontraelCOVID19 – at Edificio Cooperativo",,,#CRcontraelCOVID19,1239911328304844800,https://twitter.com/CENECOOPRL/status/1239911328304844800
2020-03-17 05:57:39,ab_oroz,,0,0,1,"Me quité la barba gracias al Covid 19 ",,,,1239792998977765382,https://twitter.com/ab_oroz/status/1239792998977765382
2020-03-17 03:58:55,SanchezLiz_13,elida_quiros23,1,0,3,"Ha sido la generación con más problemas al chile. DÉCIMO la huelga, UNDÉCIMO el desmadre con FARO Y DUODÉCIMO COVID-19. Tras de eso la maldita práctica profesional, peritazgo, examen de admisión UCR y TEC. Todo son tristezas. ",,,,1239763115530768385,https://twitter.com/SanchezLiz_13/status/1239763115530768385
2020-03-17 01:44:52,superjosevte,realDonaldTrump,0,0,0,"El Covid19 ya es un virus chino para éste. ",,,,1239729381699878912,https://twitter.com/superjosevte/status/1239729381699878912
2020-03-17 00:01:54,GourzongDip,crhoycom,0,1,1,"Una decisión muy necesaria para beneficiar a #CostaRica. Sesionaremos, de ser necesario, durante los fines de semana para tramitar los expedientes de ley que vengan a mitigar el impacto del #COVID19. ¡El país es prioridad! #ConstruimosBienestar #EsporCostaRica",,,#CostaRica #COVID19 #ConstruimosBienestar #EsporCostaRica,1239703469877067778,https://twitter.com/GourzongDip/status/1239703469877067778
2020-03-16 23:11:14,Allanq24H,,0,0,0,"A esta hora en una CR ""normal"" esta carrera va full, gente de pie y a veces ""doble fílita"" Hoy con Covid-19... – at Trini - Gastronomía Artesanal",,,,1239690718966398978,https://twitter.com/Allanq24H/status/1239690718966398978
2020-03-16 23:09:50,pachern_,,0,0,1,"Clínica Marcial Fallas, Desamparados. Prevención. Ready for battle. #COVID19 – at San Jose Costa Rica🇨🇷",,,#COVID19,1239690366816845829,https://twitter.com/pachern_/status/1239690366816845829
2020-03-16 22:58:47,imtheagroboy,,5,0,11,"Que shit, cancelaron las clases en la EARTH y ahora la verdad no sé que hacer, si irme o quedarme. Ocupo tomar una muy buena decisión y rápido. #coronavirus #COVID19",,,#coronavirus #COVID19,1239687585024413701,https://twitter.com/imtheagroboy/status/1239687585024413701
2020-03-16 21:01:22,tomchL,dguticr,0,0,0,"El problema Diego es que tuvieron un par de meses para intentar subsanar los efectos del COVID-19, es decir, esto no salió ayer. Y que te digan, mira no estamos preparados no es de recibo. Por eso mi enojo y mi crítica.",,,,1239658035368386562,https://twitter.com/tomchL/status/1239658035368386562
2020-03-16 20:38:11,FederacionUCR,,0,0,2,"Te compartimos las medidas y aclaraciones sobre la situación del COVID-19, según la conferencia de prensa dada el día hoy 16 de marzo por el Consejo de la Rectoría. Te invitamos a estar pendiente de las redes y… https://www.instagram.com/p/B9zuanCHxFd/?igshid=12d3hgjkscubz",,,,1239652204568391682,https://twitter.com/FederacionUCR/status/1239652204568391682
2020-03-16 20:00:16,javimelendezc,EasySunday07,0,0,1,"Eso es un meme, sobre covid19 ",,,,1239642662707384324,https://twitter.com/javimelendezc/status/1239642662707384324
2020-03-16 19:26:59,El_Farolito_CCE,,0,0,1,"Porque en tiempos del COVID-19 #YoMeQuedoEnCasa, a partir de hoy compartiremos con ustedes diferentes actividades por medio de la página de facebook. Encuentren la programación en http://ccecr.org/evento/yomequedoencasa/",,,#YoMeQuedoEnCasa,1239634285457522689,https://twitter.com/El_Farolito_CCE/status/1239634285457522689
2020-03-16 18:55:59,denisemora,,0,0,0,"Costa Rica cierra fronteras y decreta estado de emergencia nacional por #COVID19",,,#COVID19,1239626484597379073,https://twitter.com/denisemora/status/1239626484597379073
2020-03-16 18:44:34,maumoramora,,0,0,0,"Costa Rica en estado de emergencia por #coronavirus #COVID19.",,,#coronavirus #COVID19,1239623612425998336,https://twitter.com/maumoramora/status/1239623612425998336
2020-03-16 18:15:08,richdeman,,0,0,0,"Ministerio de Salud revela lista de cantones con casos de COVID-19 ",,,,1239616203221602306,https://twitter.com/richdeman/status/1239616203221602306
2020-03-16 17:21:30,AlexaVargas93,,1,0,0,"Acabo de ver un post de un mae diciendo que a X persona le diagnosticaron COVID19 y que fue a la Cali... y ayer precisamente escuché a un vecino decir que se pegó la fiesta el sábado ahí! ",,,,1239602705087311872,https://twitter.com/AlexaVargas93/status/1239602705087311872
2020-03-16 16:54:15,tomchL,,0,0,1,"A la gente que pone candados y rótulos de ""A mis hijos los cuido yo"", deberían de meterlos presos YA MISMO. Con el cierre de centros educativos, el sistema de salud y educación publica pierde todo control para una alerta temprana de un caso de COVID-19 en un niño.",,,,1239595846410346501,https://twitter.com/tomchL/status/1239595846410346501
2020-03-16 05:24:48,jchavarriach,angabantxo,0,0,0,"Algunos consejos para que durante el aislamiento, no les piquen los pies para andar buscando el contagio del covid19 en las calles. ",,,,1239422341744078849,https://twitter.com/jchavarriach/status/1239422341744078849
2020-03-16 03:19:23,jkstudiosalon,,0,0,0,"Hola a todos mis clientes. Quería agradecerles por su preferencia e informarles que hemos estado implementando medidas de prevención para el Coronavirus COVID-19 en nuestro Studio. Una situación sanitaria a nivel… https://www.instagram.com/p/B9x3iDEHmnm/?igshid=19i73bl62kqd4",,,,1239390778939465728,https://twitter.com/jkstudiosalon/status/1239390778939465728
2020-03-16 03:03:32,Cacorderop,,0,0,0,"-En un parqueo ahora en la tarde había un grupo de gente jugando con un drone... -En uno de los bares del vecindario el guardia de la entrada revisaba a los clientes... ...en ambos casos había contacto físico (lo que no debería ocurrir en tiempos de #coronavirus #covid19)",,,#coronavirus #covid19,1239386792056492034,https://twitter.com/Cacorderop/status/1239386792056492034
2020-03-16 03:03:30,Cacorderop,,2,1,3,"¿Habrá que cerrar el país? -Chóferes de bus sin guantes. Vi a uno compartir su móvil con un pasajero -En un restaurante: personal atiende caja, sirve platos y habla casi sobre la comida -Gente que llega de la calle o sale del baño sin lavarse las manos #coronavirusCR #covid19",,,#coronavirusCR #covid19,1239386784007630848,https://twitter.com/Cacorderop/status/1239386784007630848
2020-03-16 02:19:19,richdeman,,0,0,0,"Ministerio de Salud no aguantó nada; cerrará bares y discotecas como medida ante el Covid-19 ",,,,1239375664022728704,https://twitter.com/richdeman/status/1239375664022728704
2020-03-15 19:27:40,gabo96ortiz,el_pais,0,1,3,"Recomendado artículo de Vargas Llosa sobre crisis del COVID-19 Pese a los avances de la civilización moderna, el arcaico miedo a la muerte no ha desaparecido y es una sombra que nos acompaña. Las pandemias nos conducen a recordarlo. ",,,,1239272067616423937,https://twitter.com/gabo96ortiz/status/1239272067616423937
2020-03-15 19:10:43,WebColumbia,,0,2,3,"#EnVivo Conferencia de @msaludcr sobre #Coronavirus #Covid19 35 casos confirmados y se anuncian cierres de bares y discotecas. Sígala en 98.7 FM y en Facebook en este link http://bit.ly/38RgiTn Todos los detalles en http://columbia.co.cr",,@msaludcr,#EnVivo #Coronavirus #Covid19,1239267803468836865,https://twitter.com/WebColumbia/status/1239267803468836865
2020-03-15 02:35:07,sare_2112,,0,0,1,"No entiendo como las personas no le toman la verdadera importancia a la PREVENCIÓN del COVID-19, quedarse unos días en su casita le puede salvar la vida a ud y a su familia",,,,1239017253527576577,https://twitter.com/sare_2112/status/1239017253527576577
2020-03-14 23:04:17,AbnerCespedes,,1,0,2,"Así como Otto sacó lo mejor de cada costarricense, el #COVID19 encuentre nuestra mejor versión. Un costarricense nunca claudicará. ",,,#COVID19,1238964193476456449,https://twitter.com/AbnerCespedes/status/1238964193476456449
2020-03-14 22:11:54,DanielaElkin,,0,0,2,"Que onda con la gente que se está comprando todo el papel higiénico, quien les dijo el el COVID-19 entre por el CUL**???",,,,1238951013291261952,https://twitter.com/DanielaElkin/status/1238951013291261952
2020-03-14 22:03:32,MauricioRZCR,,0,0,1,"La UCR pone a disposición del Gobierno su Laboratorio Clínico para el procesamiento de pruebas de COVID-19 ",,,,1238948907540860928,https://twitter.com/MauricioRZCR/status/1238948907540860928
2020-03-14 21:14:40,GMBLEO,,0,0,2,"La cantidad de casos de COVID-19 no depende de la CCSS !! Es de cada ciudadano, si es responsable y no piensa egoístamente!!",,,,1238936610068193280,https://twitter.com/GMBLEO/status/1238936610068193280
2020-03-14 15:13:26,imprenal_cr,,0,1,1,"Autoridades habilitaron la línea telefónica 1322 para consultas sobre #COVID19 @msaludcr @CNECostaRica",,@msaludcr @CNECostaRica,#COVID19,1238845701657952257,https://twitter.com/imprenal_cr/status/1238845701657952257
2020-03-14 10:33:40,ferambiental,leogarnier,0,0,0,"Don @leogarnier considere que la dictadura Ortega Murillo, de esta forma matará a varios con el COVID-19 con lo cual no tendrá que matarlos a balazos o de hambre",,@leogarnier,,1238775296150638592,https://twitter.com/ferambiental/status/1238775296150638592
2020-03-14 02:28:37,melimataa,,0,0,0,"Después del día de hoy, los memes del COVID-19 no dan risa y lo único que quiero es que todo eso se acabe ya. ",,,,1238653227622699014,https://twitter.com/melimataa/status/1238653227622699014
2020-03-13 22:57:17,arielsolano,,0,0,2,"Es increíble la cantidad de gente que se ve en el centro de San José tosiendo y estornudando sin ningún cuidado. #COVID19 #Coronavirus",,,#COVID19 #Coronavirus,1238600045601198083,https://twitter.com/arielsolano/status/1238600045601198083
2020-03-13 22:21:43,ErikaCyrus,,0,0,0,"Estudiantes #UniversidadSantaPaula #TerapiaFisica COVID-19 ",,,#UniversidadSantaPaula #TerapiaFisica,1238591094637629440,https://twitter.com/ErikaCyrus/status/1238591094637629440
2020-03-13 19:29:14,INCOFERCR,,1,0,9,"Continuamos aplicando las medidas de prevención #COVID19 #Coronavirus",,,#COVID19 #Coronavirus,1238547688146325504,https://twitter.com/INCOFERCR/status/1238547688146325504
2020-03-13 19:28:56,josu_ishere,,2,0,12,"Ya hay un caso de COVID19 en Cartago ",,,,1238547611700903936,https://twitter.com/josu_ishere/status/1238547611700903936
2020-03-13 17:15:53,Natcela,,0,0,0,"Los niños y el #coronavirus (COVID-19). Muchos padres han llamado a CELA y han acudido a Natalia para consultar sobre el tema que a todos nos preocupa. ¿Qué hacer con los niños, niñas y cómo abordar el tema con… https://www.instagram.com/p/B9ro4PEnzbO/?igshid=yecl2ccipfeu",,,#coronavirus,1238514129347977216,https://twitter.com/Natcela/status/1238514129347977216
2020-03-13 14:36:01,mbogantes11,,0,0,2,"Listo para la entrevista en el programa Buen Día, consejos farmacéuticos en la prevención del COVID-19 e infecciones respiratorias vírales. en Teletica https://www.instagram.com/p/B9rWlX-hZT5/?igshid=dniggh2pns37",,,,1238473897340571648,https://twitter.com/mbogantes11/status/1238473897340571648
2020-03-13 04:55:02,soprecori,,0,0,0,"A partir de hoy compartiremos con ustedes publicaciones relacionadas con el Coronavirus COVID-19, las cuales tienen como finalidad informar y crear una cultura de conocimiento científico sobre esta enfermedad.… https://www.instagram.com/p/B9qUGKoHZ6h/?igshid=1x08e40bphdg1",,,,1238327690077274113,https://twitter.com/soprecori/status/1238327690077274113
2020-03-13 02:18:09,CocoVargas,,0,0,4,"Stand Up Comedy Shows Viernes 13 @NitroGarage1 Sáb 14 y Dom 15 _celajes_ Serán pospuestos hasta que la etapa virulenta del #Covid19 sea controlada. Keep calm y #LavateLasManos ! en San José, Costa Rica https://www.instagram.com/p/B9qCGjSFMO8/?igshid=m2ab1x9ybkif",,@NitroGarage1,#Covid19 #LavateLasManos #LavateLasManos,1238288207898279936,https://twitter.com/CocoVargas/status/1238288207898279936
2020-03-12 22:33:52,quebuenamierdaa,,0,0,1,"@JKire_ mató al Covid19 con este tema ",,@JKire_,,1238231762465099779,https://twitter.com/quebuenamierdaa/status/1238231762465099779
2020-03-12 20:37:43,Natcela,,0,0,0,"Los niños y el #coronavirus (COVID-19). Muchos padres han llamado a CELA y han acudido a Natalia para consultar sobre el tema que a todos nos preocupa. ¿Qué hacer con los niños, niñas y cómo abordar el tema con… https://www.instagram.com/p/B9pbLv3HUZS/?igshid=145po9lultm8g",,,#coronavirus,1238202535292227584,https://twitter.com/Natcela/status/1238202535292227584
2020-03-12 20:08:08,INCOFERCR,,0,2,8,"Medidas en los servicios de pasajeros. #COVID19 #Coronavirus #TrenCR",,,#COVID19 #Coronavirus #TrenCR,1238195088280469509,https://twitter.com/INCOFERCR/status/1238195088280469509
2020-03-12 16:48:01,HIAurola,,0,0,1,"¡Cumplimos con todas las normas de limpieza que dictan las autoridades de salud! Nuestras instalaciones reúnen las mejores condiciones para aplicar las medidas preventivas ante el COVID-19. #coronavirus… https://www.instagram.com/p/B9pA5U1ncJS/?igshid=dk8kylkuxa4",,,#coronavirus,1238144729285398528,https://twitter.com/HIAurola/status/1238144729285398528
2020-03-12 15:19:31,allanloriacoach,,0,0,0,"BBC Mundo - Coronavirus: 6 buenas noticias sobre la enfermedad del covid-19 ",,,,1238122455664939008,https://twitter.com/allanloriacoach/status/1238122455664939008
2020-03-12 14:20:05,hernanrg,,0,0,0,"Buen día.. buen jueves Y no sean como estas personas.. #COVID19 ",,,#COVID19,1238107497736605696,https://twitter.com/hernanrg/status/1238107497736605696
2020-03-12 14:14:40,joshuasaboriocr,nilsenbujan,0,0,0,"No caigamos en ese pánico que los medios generan. El COVID-19 registra una tasa de mortalidad global del 3,4% según la OMS. ",,,,1238106138501165059,https://twitter.com/joshuasaboriocr/status/1238106138501165059
2020-03-12 13:55:26,olgajq08,,0,0,2,"Las manos debiéramos lavarlas siempre constantemente no sólo ahora por Covid 19. Si fuéramos más limpios y considerados cuantas diarreas, gripes y otras enfermedades habríamos evitado...",,,,1238101294537203712,https://twitter.com/olgajq08/status/1238101294537203712
2020-03-12 03:31:53,davidcrgam,,0,0,0,"¿Por qué cerrarian un gym por #COVID19? Sí hacer ejercicio no enferma a las personas,a contrario. Digo, o ¿me equivoco?",,,#COVID19,1237944376707502081,https://twitter.com/davidcrgam/status/1237944376707502081
2020-03-12 02:13:50,ElArgenTico,,0,0,1,"Si Israel consigue la vacuna para el Covid-19 merecen que le den el 100% de la Franja de Gaza y se dejen de joder.",,,,1237924731791314945,https://twitter.com/ElArgenTico/status/1237924731791314945
2020-03-11 21:59:53,ab_oroz,,1,2,5,"Resumen clínico del #COVID19. ",,,#COVID19,1237860823604707328,https://twitter.com/ab_oroz/status/1237860823604707328
2020-03-11 21:04:29,Buritica92,,0,0,0,"@ufidelitas_cr debido al incremento de casos COVID-19 que está experimentando el país, les consultó acerca los planes de prevención que se están tomando, las universidades manejan población de todos los sectores, un protocolo virtual sería idóneo dentro del marco de prevención",,@ufidelitas_cr,,1237846880408571904,https://twitter.com/Buritica92/status/1237846880408571904
2020-03-11 20:56:12,Buritica92,,0,0,0,"COVID-19 me manda a tele trabajar",,,,1237844799572414465,https://twitter.com/Buritica92/status/1237844799572414465
2020-03-11 19:57:05,ferambiental,,0,0,0,"El COVID-19 entre las cosas interesantes que está dejando, es la obligatoriedad de trabajar conectados tecnológicamente y no presencialmente. Me encanta, ojalá luego de la situación nos quede esto como solución ambiental",,,,1237829918869856259,https://twitter.com/ferambiental/status/1237829918869856259
2020-03-11 19:45:21,jchavarriach,,0,0,0,"Dice el Ministro de Salud, ante consulta de periodista, que si 9-1-1 le dice que espere 14 días por posible covid 19, vaya a ma Contraloría y quédese. Jamás ni se les ocurra contagian a todos los funcionarios. Mejor llame al Ministerio Salud o CCSS.",,,,1237826965786198017,https://twitter.com/jchavarriach/status/1237826965786198017
2020-03-11 19:44:08,evesanchezg28,,0,0,1,"¿Será correcta la acción de CR de cara al #COVID19 o estamos a la espera de un número superior de casos confirmados? Las clases continúan en la mayoría de centros educativos, los empleos en su mayoría continúan siendo presenciales (...)",,,#COVID19,1237826661284032513,https://twitter.com/evesanchezg28/status/1237826661284032513
2020-03-11 17:17:13,hernanrg,,0,0,2,"Deberian suspenderse temporalmente lecciones en las Escuelas, Colegios y Universidades .. que reinicien el 30 de Marzo según las condiciones del #COVID19",,,#COVID19,1237789687827165185,https://twitter.com/hernanrg/status/1237789687827165185
2020-03-11 16:48:14,hernanrg,,0,0,0,"""niveles alarmantes de propagación e inacción"" Que relajo! #COVID19",,,#COVID19,1237782395635580935,https://twitter.com/hernanrg/status/1237782395635580935
2020-03-11 14:36:30,PaulaBrenesR,,0,0,6,"¿Qué hago si presento sintomas de COVID 19? ",,,,1237749241323364352,https://twitter.com/PaulaBrenesR/status/1237749241323364352
2020-03-11 12:56:12,kaguilar19,,0,0,1,"Entonces ! Tanta gente con el virus, es porque en su mayoría. No tienen aseo personal?. En el 2020 es el colmo, pedirle a la humanidad, que se lave las putas manos y mantenga su higiene personal. #COVID19 #Covid_19 #Coronavid19 #coronavirus",,,#COVID19 #Covid_19 #Coronavid19 #coronavirus,1237724000983408640,https://twitter.com/kaguilar19/status/1237724000983408640
